pedido_id,pagamento_value,pagamento_forma,pagamento_parcelas,CustoFinanceiro,,,,,,,,,,,
27957,1000,Dinheiro,01,,,,,,,,,,,,
27957,7000,Pix,01,,,,,,,,,,,,
27456,8000,Dinheiro,01,,,,,,,,,,,,
27955,1000,Pix,01,,,,,,,,,,,,
27955,3320,Credito,03,,,,,,,,,,,,
27954,6000,Pix,01,,,,,,,,,,,,
27954,4000,A Receber,01,,,,,,,,,,,,
27460,500,Credito,01,,,,,,,,,,,,
27463,1000,Pix,01,,,,,,,,,,,,
27463,7800,Credito,07,,,,,,,,,,,,
27959,2952,Pix,01,,,,,,,,,,,,
27959,11808,Boleto,04,,,,,,,,,,,,
27725,11958,Credito,05,,,,,,,,,,,,
27721,5950,Pix,01,,,,,,,,,,,,
27721,2550,A Receber,01,,,,,,,,,,,,
27718,1610,Pix,01,,,,,,,,,,,,
27718,3220,Credito,02,,,,,,,,,,,,
27719,2300,Dinheiro,01,,,,,,,,,,,,
27952,2600,Pix,01,,,,,,,,,,,,
27715,998,Pix,01,,,,,,,,,,,,
27715,3272,Credito,04,,,,,,,,,,,,
27452,2156,Pix,01,,,,,,,,,,,,
27452,924,A Receber,01,,,,,,,,,,,,
26699,11400,Boleto,01,,,,,,,,,,,,
27464,1700,Pix,01,,,,,,,,,,,,
27717,5000,Pix,01,,,,,,,,,,,,
27717,10500,Credito,05,,,,,,,,,,,,
27976,1996,Pix,01,,,,,,,,,,,,
27977,1000,Pix,01,,,,,,,,,,,,
27977,1200,Credito,02,,,,,,,,,,,,
27747,1820,Credito,02,,,,,,,,,,,,
27978,9670,Pix,01,,,,,,,,,,,,
27981,1700,Pix,01,,,,,,,,,,,,
27981,8500,Credito,05,,,,,,,,,,,,
27980,2000,Pix,01,,,,,,,,,,,,
27501,5000,Cheque,05,,,,,,,,,,,,
27482,10000,Credito,10,,,,,,,,,,,,
27973,1860,Pix,01,,,,,,,,,,,,
27973,3740,Credito,02,,,,,,,,,,,,
27480,2937,Pix,01,,,,,,,,,,,,
27734,1800,Pix,01,,,,,,,,,,,,
27479,6800,A Receber,,,,,,,,,,,,,
27468,2800,Pix,01,,,,,,,,,,,,
27475,2400,Pix,01,,,,,,,,,,,,
27968,1550,Pix,01,,,,,,,,,,,,
27963,4200,Pix,01,,,,,,,,,,,,
27963,1800,Credito,01,,,,,,,,,,,,
27729,400,Cheque,01,,,,,,,,,,,,
27731,1000,Pix,01,,,,,,,,,,,,
27731,5600,Credito,01,,,,,,,,,,,,
27741,3415,Pix,01,,,,,,,,,,,,
27476,1690,Pix,01,,,,,,,,,,,,
27966,8496,Pix,01,,,,,,,,,,,,
27496,10000,Pix,01,,,,,,,,,,,,
27496,9564,Credito,4,,,,,,,,,,,,
27497,1260,Credito,01,,,,,,,,,,,,
27486,500,Pix,01,,,,,,,,,,,,
27486,5500,Credito,06,,,,,,,,,,,,
27502,3865,Pix,01,,,,,,,,,,,,
27502,2577,Credito,01,,,,,,,,,,,,
27503,650,Pix,01,,,,,,,,,,,,
27481,16570,A Receber,06,,,,,,,,,,,,
27744,5355,Pix,01,,,,,,,,,,,,
27492,8890,Boleto,06,,,,,,,,,,,,
27740,1737,Pix,01,,,,,,,,,,,,
27740,3475,Credito,02,,,,,,,,,,,,
27493,7390,Credito,04,,,,,,,,,,,,
27960,13500,Pix,01,,,,,,,,,,,,
27735,1100,Pix,01,,,,,,,,,,,,
27735,1290,Credito,01,,,,,,,,,,,,
27732,4000,Pix,01,,,,,,,,,,,,
27732,5000,Credito,02,,,,,,,,,,,,
27474,699,Pix,01,,,,,,,,,,,,
27970,11365,Credito,06,,,,,,,,,,,,
27985,5500,Pix,01,,,,,,,,,,,,
27985,7300,A Receber,01,,,,,,,,,,,,
27738,900,Dinheiro,01,,,,,,,,,,,,
27485,5900,Pix,01,,,,,,,,,,,,
27485,3200,Pix,01,,,,,,,,,,,,
27488,17120,Credito,04,,,,,,,,,,,,
27478,4795,Pix,01,,,,,,,,,,,,
27739,11000,Pix,01,,,,,,,,,,,,
27974,5500,Pix,01,,,,,,,,,,,,
27974,11000,Credito,02,,,,,,,,,,,,
27743,8700,Pix,01,,,,,,,,,,,,
27743,3750,A Receber,01,,,,,,,,,,,,
27972,1200,Credito,03,,,,,,,,,,,,
27733,10000,Pix,01,,,,,,,,,,,,
27733,77000,Boleto,07,,,,,,,,,,,,
27504,3540,Credito,03,,,,,,,,,,,,
27990,3800,Pix,01,,,,,,,,,,,,
27495,6530,Pix,01,,,,,,,,,,,,
27748,575,Pix,01,,,,,,,,,,,,
27746,4400,Transferência,01,,,,,,,,,,,,
27982,7770,Pix,01,,,,,,,,,,,,
27982,4230,A Receber,01,,,,,,,,,,,,
27494,6200,Pix,01,,,,,,,,,,,,
27984,18000,Pix,01,,,,,,,,,,,,
27984,10860,A Receber,01,,,,,,,,,,,,
27484,8500,Pix,01,,,,,,,,,,,,
27484,5760,Credito,01,,,,,,,,,,,,
27736,1000,Dinheiro,01,,,,,,,,,,,,
27736,2000,Credito,02,,,,,,,,,,,,
27737,34000,Pix,01,,,,,,,,,,,,
27483,44000,Pix,01,,,,,,,,,,,,
27745,990,Pix,01,,,,,,,,,,,,
27745,990,Credito,01,,,,,,,,,,,,
27742,1700,Pix,01,,,,,,,,,,,,
27472,20000,Pix,01,,,,,,,,,,,,
27472,12580,A Receber,01,,,,,,,,,,,,
27467,1300,Pix,01,,,,,,,,,,,,
27467,2600,Credito,2,,,,,,,,,,,,
27470,2300,Pix,01,,,,,,,,,,,,
27470,2300,Credito,5,,,,,,,,,,,,
27505,14500,Dinheiro,01,,,,,,,,,,,,
27987,4130,Pix,01,,,,,,,,,,,,
27987,4130,Credito,01,,,,,,,,,,,,
27989,10000,Pix,01,,,,,,,,,,,,
27988,11000,Pix,01,,,,,,,,,,,,
27975,3597,Boleto,01,,,,,,,,,,,,
27469,2120,Débito,01,,,,,,,,,,,,
27469,5000,Credito,03,,,,,,,,,,,,
27525,6200,Débito,01,,,,,,,,,,,,
27431,7000,Dinheiro,01,,,,,,,,,,,,
27431,23000,Pix,01,,,,,,,,,,,,
27512,2750,Pix,01,,,,,,,,,,,,
27512,8250,Credito,03,,,,,,,,,,,,
27518,8847,Dinheiro,01,,,,,,,,,,,,
25519,34795,Credito,01,,,,,,,,,,,,
27428,11000,Pix,01,,,,,,,,,,,,
27428,5000,A Receber,01,,,,,,,,,,,,
27416,1906,Pix,01,,,,,,,,,,,,
27416,7624,Credito,04,,,,,,,,,,,,
27407,12600,Pix,01,,,,,,,,,,,,
27409,3500,Pix,01,,,,,,,,,,,,
27507,3240,Pix,01,,,,,,,,,,,,
28000,2860,Pix,01,,,,,,,,,,,,
28000,2860,Credito,01,,,,,,,,,,,,
27406,4130,Pix,01,,,,,,,,,,,,
27996,1900,Pix,01,,,,,,,,,,,,
27996,1900,A Receber,01,,,,,,,,,,,,
27992,3850,Pix,01,,,,,,,,,,,,
27556,5380,Pix,01,,,,,,,,,,,,
27556,5380,A Receber,01,,,,,,,,,,,,
27528,1100,Credito,02,,,,,,,,,,,,
27434 ,2600,Débito,01,,,,,,,,,,,,
27434 ,5180,Credito,02,,,,,,,,,,,,
27552,21900,Boleto,07,,,,,,,,,,,,
27554,1600,Credito,01,,,,,,,,,,,,
27553,1000,Pix,01,,,,,,,,,,,,
27553,1000,Credito,01,,,,,,,,,,,,
27426,13250,Credito,01,,,,,,,,,,,,
27514,2990,Pix,01,,,,,,,,,,,,
27420,2300,Credito,01,,,,,,,,,,,,
27419,2400,Débito,01,,,,,,,,,,,,
27419,4800,Credito,02,,,,,,,,,,,,
27414,14000,Pix,01,,,,,,,,,,,,
27410,8500,Credito,05,,,,,,,,,,,,
27408,520,Pix,01,,,,,,,,,,,,
27408,4000,Credito,04,,,,,,,,,,,,
27498,990,Pix,01,,,,,,,,,,,,
27498,3960,Credito,04,,,,,,,,,,,,
27402,850,Credito,01,,,,,,,,,,,,
27530,720,Pix,01,,,,,,,,,,,,
27530,720,Cheque,01,,,,,,,,,,,,
27436,934,Pix,01,,,,,,,,,,,,
27436,3739,Credito,4,,,,,,,,,,,,
27529,4125,Pix,01,,,,,,,,,,,,
27529,4125,A Receber,01,,,,,,,,,,,,
27433,6800,Dinheiro,01,,,,,,,,,,,,
27435,1000,Dinheiro,01,,,,,,,,,,,,
27435,600,Pix,01,,,,,,,,,,,,
27522,971,Pix,01,,,,,,,,,,,,
27522,1942,Credito,02,,,,,,,,,,,,
27521,4600,Pix,01,,,,,,,,,,,,
27422,250,Pix,01,,,,,,,,,,,,
27423,1554,Pix,01,,,,,,,,,,,,
27424,2750,Pix,01,,,,,,,,,,,,
27424,2750,Credito,01,,,,,,,,,,,,
27429,1150,Pix,01,,,,,,,,,,,,
27421,7000,Pix,01,,,,,,,,,,,,
27418,4550,Pix,01,,,,,,,,,,,,
27417,400,Pix,01,,,,,,,,,,,,
27510,600,Credito,06,,,,,,,,,,,,
27411,3215,Pix,01,,,,,,,,,,,,
27412,3340,Pix,01,,,,,,,,,,,,
27412,13360,Credito,04,,,,,,,,,,,,
27405,5500,Pix,01,,,,,,,,,,,,
27999,6000,Pix,01,,,,,,,,,,,,
27999,3500,A Receber,01,,,,,,,,,,,,
27500,4000,Credito,06,,,,,,,,,,,,
27401,1453,Pix,01,,,,,,,,,,,,
27401,7266,Credito,05,,,,,,,,,,,,
27513,5460,Pix,01,,,,,,,,,,,,
27513,2340,A Receber,01,,,,,,,,,,,,
27511,4285,Credito,03,,,,,,,,,,,,
27415,7500,Pix,01,,,,,,,,,,,,
27403,4000,Pix,01,,,,,,,,,,,,
27991,8000,Débito,01,,,,,,,,,,,,
27427,5888,Débito,01,,,,,,,,,,,,
27499,20600,Cheque,06,,,,,,,,,,,,
27995,1000,Pix,01,,,,,,,,,,,,
27995,1588,Débito,01,,,,,,,,,,,,
27995,3650,Dinheiro,01,,,,,,,,,,,,
27519,2795,Credito,1,,,,,,,,,,,,
27519,7000,Credito,1,,,,,,,,,,,,
27519,25000,Credito,1,,,,,,,,,,,,
27572,8500,Pix,01,,,,,,,,,,,,
27543,2200,Transferência,01,,,,,,,,,,,,
27542,500,Transferência,01,,,,,,,,,,,,
27539,900,Transferência,01,,,,,,,,,,,,
27575 ,3000,Pix,01,,,,,,,,,,,,
27575 ,2300,A Receber,01,,,,,,,,,,,,
27259,1566,Pix,01,,,,,,,,,,,,
27259,3132,Credito,02,,,,,,,,,,,,
27445,5000,Pix,01,,,,,,,,,,,,
27445,4520,A Receber,01,,,,,,,,,,,,
27447,8000,Pix,01,,,,,,,,,,,,
27447,40295,Credito,05,,,,,,,,,,,,
27448,16500,Boleto,01,,,,,,,,,,,,
27449,2300,Pix,01,,,,,,,,,,,,
27533,6000,Pix,01,,,,,,,,,,,,
27441,4900,Pix,01,,,,,,,,,,,,
27441,2100,A Receber,01,,,,,,,,,,,,
27566,3000,Pix,01,,,,,,,,,,,,
27566,2490,Credito,06,,,,,,,,,,,,
27444,1425,Pix,01,,,,,,,,,,,,
27444,4275,Credito,03,,,,,,,,,,,,
27254,12785,Pix,01,,,,,,,,,,,,
27254,12785,A Receber,01,,,,,,,,,,,,
27265,3000,Pix,01,,,,,,,,,,,,
27265,3285,A Receber,01,,,,,,,,,,,,
27260,1333,Transferência,01,,,,,,,,,,,,
27260,1333,A Receber,01,,,,,,,,,,,,
27579,11385,Pix,01,,,,,,,,,,,,
27579,11385,A Receber,01,,,,,,,,,,,,
27576,1500,Dinheiro,01,,,,,,,,,,,,
27576,1900,A Receber,01,,,,,,,,,,,,
27264,4300,Boleto,01,,,,,,,,,,,,
27544,5629,Credito,05,,,,,,,,,,,,
27577,2000,Pix,01,,,,,,,,,,,,
27577,17000,Credito,06,,,,,,,,,,,,
27258,2100,Pix,01,,,,,,,,,,,,
27541,9400,Boleto,02,,,,,,,,,,,,
27531,20000,Dinheiro,01,,,,,,,,,,,,
27446,4170,Pix,01,,,,,,,,,,,,
27559,1550,Dinheiro,01,,,,,,,,,,,,
27561,2090,Credito,01,,,,,,,,,,,,
27442,10000,Pix,01,,,,,,,,,,,,
27442,13600,Credito,02,,,,,,,,,,,,
27558,2097,Outro,01,,,,,,,,,,,,
27570,2580,Pix,01,,,,,,,,,,,,
27535,11669,Pix,01,,,,,,,,,,,,
27262,4840,Credito,05,,,,,,,,,,,,
27573,6200,Pix,01,,,,,,,,,,,,
27573,6200,A Receber,01,,,,,,,,,,,,
27256,3792,Credito,05,,,,,,,,,,,,
27261,2038,Transferência,01,,,,,,,,,,,,
27574,4000,Pix,01,,,,,,,,,,,,
27574,21000,Outro,01,,,,,,,,,,,,
27574,10000,A Receber,01,,,,,,,,,,,,
27567,1000,Pix,01,,,,,,,,,,,,
27567,4000,Outro,01,,,,,,,,,,,,
27567,6928,Credito,03,,,,,,,,,,,,
27532,3290,Pix,01,,,,,,,,,,,,
27532,1410,A Receber,01,,,,,,,,,,,,
27568,642,Pix,01,,,,,,,,,,,,
27568,3858,Credito,06,,,,,,,,,,,,
27560,1532,Pix,01,,,,,,,,,,,,
27560,7660,Credito,05,,,,,,,,,,,,
27563,11500,Pix,01,,,,,,,,,,,,
27562,1500,Pix,01,,,,,,,,,,,,
27564,1500,Pix,01,,,,,,,,,,,,
27565,6500,Pix,01,,,,,,,,,,,,
27523,2095,Pix,01,,,,,,,,,,,,
27523,2095,A Receber,01,,,,,,,,,,,,
27534,6480,Credito,02,,,,,,,,,,,,
27569,840,Pix,01,,,,,,,,,,,,
27571,830,Pix,01,,,,,,,,,,,,
27266,1250,Pix,01,,,,,,,,,,,,
27281,8000,Transferência,01,,,,,,,,,,,,
27281,14310,A Receber,02,,,,,,,,,,,,
27557,5000,Pix,01,,,,,,,,,,,,
27443,18948,Pix,01,,,,,,,,,,,,
27438,22000,Pix,01,,,,,,,,,,,,
27263,15250,Credito,04,,,,,,,,,,,,
27604,15000,Pix,01,,,,,,,,,,,,
27602,3000,Transferência,01,,,,,,,,,,,,
27602,3100,A Receber,01,,,,,,,,,,,,
27303,1900,Pix,01,,,,,,,,,,,,
27303,3900,A Receber,01,,,,,,,,,,,,
27283,15000,Cheque,03,,,,,,,,,,,,
27608,11000,Transferência,01,,,,,,,,,,,,
27550,5000,Pix,01,,,,,,,,,,,,
27550,3720,A Receber,01,,,,,,,,,,,,
27272,4000,Pix,01,,,,,,,,,,,,
27272,400,Dinheiro,01,,,,,,,,,,,,
27274,8869,Boleto,05,,,,,,,,,,,,
27599,2000,Pix,01,,,,,,,,,,,,
27599,12800,Credito,05,,,,,,,,,,,,
27291,26320,A Receber,01,,,,,,,,,,,,
27611,5425,Transferência,01,,,,,,,,,,,,
27611,5425,A Receber,01,,,,,,,,,,,,
27289,3900,Credito,01,,,,,,,,,,,,
27613,2000,Credito,01,,,,,,,,,,,,
27308,2800,Transferência,01,,,,,,,,,,,,
27308,1960,A Receber,01,,,,,,,,,,,,
27307,4500,Credito,01,,,,,,,,,,,,
27304,12900,Pix,01,,,,,,,,,,,,
27287,2160,Dinheiro,01,,,,,,,,,,,,
27287,2160,Credito,01,,,,,,,,,,,,
27288,3630,Credito,01,,,,,,,,,,,,
27585,1685,Credito,01,,,,,,,,,,,,
27548,1800,Credito,04,,,,,,,,,,,,
27589,3500,Pix,01,,,,,,,,,,,,
27589,4100,Credito,06,,,,,,,,,,,,
27591,6000,Boleto,02,,,,,,,,,,,,
27267,4250,Pix,01,,,,,,,,,,,,
27277 ,8000,Pix,01,,,,,,,,,,,,
27282,4000,Pix,01,,,,,,,,,,,,
27282,18200,Credito,05,,,,,,,,,,,,
27590,2085,Credito,06,,,,,,,,,,,,
27279,6900,Transferência,01,,,,,,,,,,,,
27280,2450,Débito,01,,,,,,,,,,,,
27280,8940,Credito,03,,,,,,,,,,,,
27302,1450,Pix,01,,,,,,,,,,,,
27302,4350,Credito,03,,,,,,,,,,,,
27301,4000,Pix,01,,,,,,,,,,,,
27301,7280,Credito,02,,,,,,,,,,,,
27310,3900,Pix,01,,,,,,,,,,,,
27317,13650,Transferência,01,,,,,,,,,,,,
27317,5850,A Receber,01,,,,,,,,,,,,
27315,23000,Credito,04,,,,,,,,,,,,
27318,4000,Transferência,01,,,,,,,,,,,,
27318,3180,Credito,04,,,,,,,,,,,,
27296,9900,Transferência,01,,,,,,,,,,,,
27296,49500,Credito,05,,,,,,,,,,,,
27309,1785,Pix,01,,,,,,,,,,,,
27309,8925,Credito,05,,,,,,,,,,,,
27292,3570,Transferência,01,,,,,,,,,,,,
27313,1800,Transferência,01,,,,,,,,,,,,
27313,1800,Credito,01,,,,,,,,,,,,
27300,2100,Pix,01,,,,,,,,,,,,
27300,3400,A Receber,01,,,,,,,,,,,,
27312,6500,Transferência,01,,,,,,,,,,,,
27622,19000,Transferência,01,,,,,,,,,,,,
27619,2000,Pix,01,,,,,,,,,,,,
27619,3729,Credito,01,,,,,,,,,,,,
27623,5300,Transferência,01,,,,,,,,,,,,
27605,5000,Pix,01,,,,,,,,,,,,
27286,3814,Credito,01,,,,,,,,,,,,
27311,15990,Transferência,01,,,,,,,,,,,,
27618,3000,Pix,01,,,,,,,,,,,,
27618,2700,A Receber,01,,,,,,,,,,,,
27314,4996,Transferência,01,,,,,,,,,,,,
27621,27700,Boleto,01,,,,,,,,,,,,
27305,6470,Transferência,01,,,,,,,,,,,,
27284,4650,Cheque,01,,,,,,,,,,,,
27284,13950,Cheque,03,,,,,,,,,,,,
27595,39000,Cheque,01,,,,,,,,,,,,
27586,5100,Credito,06,,,,,,,,,,,,
27269,450,Pix,01,,,,,,,,,,,,
27549,5300,Pix,01,,,,,,,,,,,,
27549,5300,A Receber,01,,,,,,,,,,,,
27587,5400,Transferência,01,,,,,,,,,,,,
27588,1500,Dinheiro,01,,,,,,,,,,,,
27588,2200,Pix,01,,,,,,,,,,,,
27276,1000,Transferência,01,,,,,,,,,,,,
27276,2100,Credito,02,,,,,,,,,,,,
27278,5000,Débito,01,,,,,,,,,,,,
27278,3474,Credito,03,,,,,,,,,,,,
27614,1700,Transferência,01,,,,,,,,,,,,
27614,1900,Credito,01,,,,,,,,,,,,
27306,4000,Dinheiro,01,,,,,,,,,,,,
27306,6290,Credito,06,,,,,,,,,,,,
27606,4597,Transferência,01,,,,,,,,,,,,
27606,1970,A Receber,01,,,,,,,,,,,,
27596,295,Pix,01,,,,,,,,,,,,
27596,295,Dinheiro,01,,,,,,,,,,,,
27596,5310,Credito,09,,,,,,,,,,,,
27584,13360,Credito,01,,,,,,,,,,,,
27547,3790,A Receber,01,,,,,,,,,,,,
27600,3630,Pix,01,,,,,,,,,,,,
27600,18150,Credito,05,,,,,,,,,,,,
27275,9000,Transferência,01,,,,,,,,,,,,
27275,9000,Credito,01,,,,,,,,,,,,
27601,2000,Transferência,01,,,,,,,,,,,,
27601,4000,Credito,02,,,,,,,,,,,,
27615,21000,Transferência,01,,,,,,,,,,,,
27607,13000,Transferência,01,,,,,,,,,,,,
27620,56500,Transferência,01,,,,,,,,,,,,
27298,11000,Pix,01,,,,,,,,,,,,
27298,40000,Credito,05,,,,,,,,,,,,
27298,15000,Credito,03,,,,,,,,,,,,
27598,2671,Transferência,01,,,,,,,,,,,,
27598,18697,Credito,07,,,,,,,,,,,,